Query = geneByGene/org1/ENSG00000124209.rf
Exons file = geneByGene/org2/ENSMUSG00000027519.rf
Frequency file = geneByGene/org1/ENSG00000124209.rf.freq
-mc = 3	local = false
-ss = 1	-es = 1
-B = 5	 -b = 5Opening gap = -2	Continuing gap = -1
Similarity = 12

QID	QEXN	GID	GEXN	EX_M	EX_M%	QEX_M	QEX_M%	O_M	O_M%	TOT_M	GAP	SCORE	EVALUE
ENST00000620417	25	ENSMUST00000121799	24	20	90.91	1	4.545	1	4.545	22	1	97.5	2.246e-38
ENST00000620417	25	ENSMUST00000107601	19	16	94.12	1	5.882	0	0	17	6	60.95	1.689e-22
ENST00000620417	25	ENSMUST00000093940	3	1	100	0	0	0	0	1	22	-40.95	3.037e+22
ENST00000614693	3	ENSMUST00000093940	3	0	0	0	0	1	100	1	0	-0.9513	1.286e+05
ENST00000614693	3	ENSMUST00000107601	19	1	100	0	0	0	0	1	16	-27.3	3.563e+16
ENST00000614693	3	ENSMUST00000121799	24	1	100	0	0	0	0	1	21	-37.3	7.849e+20
ENST00000620329	5	ENSMUST00000093940	3	1	100	0	0	0	0	1	2	-0.9547	1.29e+05
ENST00000620329	5	ENSMUST00000107601	19	3	100	0	0	0	0	3	14	-13.25	2.816e+10
ENST00000620329	5	ENSMUST00000121799	24	3	100	0	0	0	0	3	19	-23.25	6.202e+14
ENST00000622683	24	ENSMUST00000121799	24	20	90.91	1	4.545	1	4.545	22	0	102.2	2.135e-40
ENST00000622683	24	ENSMUST00000107601	19	16	94.12	1	5.882	0	0	17	5	65.6	1.606e-24
ENST00000622683	24	ENSMUST00000093940	3	1	100	0	0	0	0	1	21	-38.95	4.11e+21
ENST00000618942	7	ENSMUST00000093940	3	0	0	1	100	0	0	1	4	-6.797	4.447e+07
ENST00000618942	7	ENSMUST00000107601	19	0	0	2	40	3	60	5	12	-17.82	2.717e+12
ENST00000618942	7	ENSMUST00000121799	24	4	80	0	0	1	20	5	17	-18.35	4.617e+12
ENST00000616909	6	ENSMUST00000093940	3	0	0	0	0	1	100	1	3	-6.394	2.971e+07
ENST00000616909	6	ENSMUST00000107601	19	3	75	0	0	1	25	4	13	-10.68	2.155e+09
ENST00000616909	6	ENSMUST00000121799	24	3	75	0	0	1	25	4	18	-19.59	1.591e+13
ENST00000612399	14	ENSMUST00000022380	14	12	100	0	0	0	0	12	0	58.94	1.262e-21
ENST00000555339	7	ENSMUST00000022380	14	5	100	0	0	0	0	5	7	1.227	1.457e+04
ENST00000445930	14	ENSMUST00000022380	14	12	100	0	0	0	0	12	0	58.94	1.262e-21
ENST00000556813	10	ENSMUST00000022380	14	7	87.5	1	12.5	0	0	8	4	18.69	0.0003792
ENST00000606149	14	ENSMUST00000022380	14	12	100	0	0	0	0	12	0	58.94	1.262e-21
ENST00000361786	4	ENSMUST00000038369	4	2	100	0	0	0	0	2	0	9.402	4.101
ENST00000361786	4	ENSMUST00000189246	4	2	100	0	0	0	0	2	0	9.402	4.101
ENST00000361786	4	ENSMUST00000187814	4	2	100	0	0	0	0	2	0	6.091	112.4
ENST00000361786	4	ENSMUST00000191463	3	1	100	0	0	0	0	1	1	2.701	3335
ENST00000361786	4	ENSMUST00000186499	4	0	0	0	0	2	100	2	0	0.8516	2.119e+04
ENST00000555200	5	ENSMUST00000038369	4	2	100	0	0	0	0	2	1	7.402	30.3
ENST00000555200	5	ENSMUST00000189246	4	2	100	0	0	0	0	2	1	7.402	30.3
ENST00000555200	5	ENSMUST00000187814	4	2	100	0	0	0	0	2	1	4.091	830.8
ENST00000555200	5	ENSMUST00000191463	3	1	100	0	0	0	0	1	2	0.7009	2.464e+04
ENST00000555200	5	ENSMUST00000186499	4	1	50	0	0	1	50	2	1	0.1789	4.153e+04
ENST00000554658	5	ENSMUST00000038369	4	2	100	0	0	0	0	2	1	7.402	30.3
ENST00000554658	5	ENSMUST00000189246	4	2	100	0	0	0	0	2	1	7.402	30.3
ENST00000554658	5	ENSMUST00000187814	4	2	100	0	0	0	0	2	1	4.091	830.8
ENST00000554658	5	ENSMUST00000191463	3	1	100	0	0	0	0	1	2	0.7009	2.464e+04
ENST00000554658	5	ENSMUST00000186499	4	1	50	0	0	1	50	2	1	0.1789	4.153e+04
ENST00000555611	4	ENSMUST00000038369	4	2	100	0	0	0	0	2	0	9.402	4.101
ENST00000555611	4	ENSMUST00000189246	4	2	100	0	0	0	0	2	0	9.402	4.101
ENST00000555611	4	ENSMUST00000187814	4	2	100	0	0	0	0	2	0	6.091	112.4
ENST00000555611	4	ENSMUST00000191463	3	1	100	0	0	0	0	1	1	2.701	3335
ENST00000555611	4	ENSMUST00000186499	4	0	0	0	0	2	100	2	0	0.8516	2.119e+04
ENST00000555437	3	ENSMUST00000038369	4	1	100	0	0	0	0	1	1	2.701	3335
ENST00000555437	3	ENSMUST00000189246	4	1	100	0	0	0	0	1	1	2.701	3335
ENST00000555437	3	ENSMUST00000191463	3	0	0	0	0	1	100	1	0	1.668	9365
ENST00000555437	3	ENSMUST00000186499	4	1	100	0	0	0	0	1	1	1.045	1.746e+04
ENST00000555437	3	ENSMUST00000187814	4	1	100	0	0	0	0	1	1	1.045	1.746e+04
ENST00000557115	4	ENSMUST00000038369	4	2	100	0	0	0	0	2	0	9.402	4.101
ENST00000557115	4	ENSMUST00000189246	4	2	100	0	0	0	0	2	0	9.402	4.101
ENST00000557115	4	ENSMUST00000187814	4	2	100	0	0	0	0	2	0	6.091	112.4
ENST00000557115	4	ENSMUST00000191463	3	1	100	0	0	0	0	1	1	2.701	3335
ENST00000557115	4	ENSMUST00000186499	4	0	0	0	0	2	100	2	0	0.8516	2.119e+04
ENST00000554447	4	ENSMUST00000038369	4	2	100	0	0	0	0	2	0	9.402	4.101
ENST00000554447	4	ENSMUST00000189246	4	2	100	0	0	0	0	2	0	9.402	4.101
ENST00000554447	4	ENSMUST00000187814	4	2	100	0	0	0	0	2	0	6.091	112.4
ENST00000554447	4	ENSMUST00000191463	3	1	100	0	0	0	0	1	1	2.701	3335
ENST00000554447	4	ENSMUST00000186499	4	0	0	0	0	2	100	2	0	0.8516	2.119e+04
ENST00000362011	5	ENSMUST00000041240	5	3	100	0	0	0	0	3	0	9.136	5.35
ENST00000529702	4	ENSMUST00000176867	8	0	0	0	0	2	100	2	4	-9.017	4.092e+08
ENST00000529702	4	ENSMUST00000025856	23	1	50	1	50	0	0	2	19	-33.54	1.832e+19
ENST00000294304	23	ENSMUST00000025856	23	21	100	0	0	0	0	21	0	63.95	8.359e-24
ENST00000294304	23	ENSMUST00000176867	8	6	100	0	0	0	0	6	15	-11.73	6.158e+09
ENST00000296255	10	ENSMUST00000032143	10	8	100	0	0	0	0	8	0	24.36	1.305e-06
ENST00000497289	10	ENSMUST00000032143	10	8	100	0	0	0	0	8	0	24.36	1.305e-06
ENST00000507270	6	ENSMUST00000110255	8	3	75	1	25	0	0	4	2	12.74	0.145
ENST00000507270	6	ENSMUST00000110258	8	3	75	1	25	0	0	4	2	12.74	0.145
ENST00000507270	6	ENSMUST00000110259	8	2	50	1	25	1	25	4	2	8.799	7.495
ENST00000507270	6	ENSMUST00000110256	10	3	75	1	25	0	0	4	4	8.744	7.914
ENST00000507270	6	ENSMUST00000178982	6	2	100	0	0	0	0	2	4	2.051	6387
ENST00000339875	4	ENSMUST00000110253	4	2	100	0	0	0	0	2	0	6.091	112.4
ENST00000339875	4	ENSMUST00000039540	4	1	50	1	50	0	0	2	0	3.385	1683
ENST00000339875	4	ENSMUST00000178982	6	2	100	0	0	0	0	2	2	2.091	6139
ENST00000339875	4	ENSMUST00000072482	6	2	100	0	0	0	0	2	2	2.091	6139
ENST00000339875	4	ENSMUST00000098708	6	1	50	1	50	0	0	2	2	-0.6152	9.187e+04
ENST00000274056	6	ENSMUST00000178982	6	4	100	0	0	0	0	4	0	12.18	0.2545
ENST00000274056	6	ENSMUST00000072482	6	4	100	0	0	0	0	4	0	12.18	0.2545
ENST00000274056	6	ENSMUST00000098708	6	3	75	1	25	0	0	4	0	9.475	3.81
ENST00000274056	6	ENSMUST00000110258	8	4	100	0	0	0	0	4	2	8.181	13.9
ENST00000274056	6	ENSMUST00000110259	8	4	100	0	0	0	0	4	2	8.181	13.9
ENST00000503008	8	ENSMUST00000110258	8	5	83.33	1	16.67	0	0	6	0	16.93	0.002203
ENST00000503008	8	ENSMUST00000110255	8	4	66.67	2	33.33	0	0	6	0	14.23	0.03297
ENST00000503008	8	ENSMUST00000110259	8	4	66.67	1	16.67	1	16.67	6	0	12.99	0.1139
ENST00000503008	8	ENSMUST00000110256	10	5	83.33	1	16.67	0	0	6	2	12.93	0.1203
ENST00000503008	8	ENSMUST00000178982	6	4	100	0	0	0	0	4	2	8.181	13.9
ENST00000514618	10	ENSMUST00000110256	10	6	75	1	12.5	1	12.5	8	0	20.14	8.935e-05
ENST00000514618	10	ENSMUST00000110258	8	5	83.33	1	16.67	0	0	6	2	12.93	0.1203
ENST00000514618	10	ENSMUST00000110259	8	5	83.33	1	16.67	0	0	6	2	12.93	0.1203
ENST00000514618	10	ENSMUST00000110255	8	4	66.67	2	33.33	0	0	6	2	10.23	1.8
ENST00000514618	10	ENSMUST00000178982	6	4	100	0	0	0	0	4	4	4.181	758.8
ENST00000461821	2	ENSMUST00000050248	11	0	0	0	0	2	100	2	9	-18	3.261e+12
ENST00000312938	11	ENSMUST00000050248	11	8	88.89	1	11.11	0	0	9	0	24.93	7.378e-07
ENST00000311085	43	ENSMUST00000041772	43	38	92.68	3	7.317	0	0	41	0	192.8	0
ENST00000311085	43	ENSMUST00000180611	43	38	92.68	2	4.878	1	2.439	41	0	192.3	0
ENST00000539542	44	ENSMUST00000041772	43	38	92.68	3	7.317	0	0	41	1	172.6	0
ENST00000539542	44	ENSMUST00000180611	43	38	92.68	2	4.878	1	2.439	41	1	172.1	0
ENST00000503802	13	ENSMUST00000041772	43	9	90	1	10	0	0	10	32	-17.63	2.257e+12
ENST00000503802	13	ENSMUST00000180611	43	9	90	1	10	0	0	10	32	-17.63	2.257e+12
ENST00000315289	9	ENSMUST00000118160	12	4	80	1	20	0	0	5	7	-0.4058	7.452e+04
ENST00000315289	9	ENSMUST00000117086	12	4	80	1	20	0	0	5	7	-0.4058	7.452e+04
ENST00000315289	9	ENSMUST00000105437	13	3	60	2	40	0	0	5	8	-3.747	2.105e+06
ENST00000373789	12	ENSMUST00000117086	12	8	80	2	20	0	0	10	0	27.19	7.731e-08
ENST00000373789	12	ENSMUST00000118160	12	7	70	3	30	0	0	10	0	24.71	9.188e-07
ENST00000373789	12	ENSMUST00000105437	13	7	70	3	30	0	0	10	1	23.1	4.61e-06
ENST00000395260	5	ENSMUST00000117086	12	3	100	0	0	0	0	3	7	-4.864	6.434e+06
ENST00000395260	5	ENSMUST00000105437	13	3	100	0	0	0	0	3	8	-6.864	4.754e+07
ENST00000395260	5	ENSMUST00000118160	12	2	66.67	1	33.33	0	0	3	7	-7.339	7.646e+07
ENST00000313683	3	ENSMUST00000038163	3	0	0	0	0	1	100	1	0	-1.149	1.568e+05
ENST00000438932	3	ENSMUST00000038163	3	0	0	0	0	1	100	1	0	-1.227	1.694e+05
ENST00000602246	3	ENSMUST00000038163	3	0	0	0	0	1	100	1	0	-1.427	2.069e+05
ENST00000448288	4	ENSMUST00000113804	11	0	0	1	50	1	50	2	7	-13.94	5.651e+10
ENST00000448288	4	ENSMUST00000054855	11	0	0	1	50	1	50	2	7	-13.94	5.651e+10
ENST00000426783	6	ENSMUST00000113804	11	0	0	2	50	2	50	4	5	-7.685	1.08e+08
ENST00000426783	6	ENSMUST00000054855	11	0	0	2	50	2	50	4	5	-7.685	1.08e+08
ENST00000380671	7	ENSMUST00000113804	11	5	100	0	0	0	0	5	4	7.227	36.1
ENST00000380671	7	ENSMUST00000054855	11	5	100	0	0	0	0	5	4	7.227	36.1
ENST00000288350	11	ENSMUST00000113804	11	6	75	2	25	0	0	8	2	16.34	0.003974
ENST00000288350	11	ENSMUST00000054855	11	6	75	2	25	0	0	8	2	16.34	0.003974
ENST00000358268	10	ENSMUST00000113804	11	6	75	2	25	0	0	8	1	18.34	0.0005379
ENST00000358268	10	ENSMUST00000054855	11	6	75	2	25	0	0	8	1	18.34	0.0005379
ENST00000438404	6	ENSMUST00000113804	11	0	0	2	50	2	50	4	5	-10.29	1.459e+09
ENST00000438404	6	ENSMUST00000054855	11	0	0	2	50	2	50	4	5	-10.29	1.459e+09
ENST00000418018	6	ENSMUST00000113804	11	0	0	2	50	2	50	4	5	-9.429	6.183e+08
ENST00000418018	6	ENSMUST00000054855	11	0	0	2	50	2	50	4	5	-9.429	6.183e+08
ENST00000456017	5	ENSMUST00000113804	11	0	0	2	66.67	1	33.33	3	6	-11.71	6.052e+09
ENST00000456017	5	ENSMUST00000054855	11	0	0	2	66.67	1	33.33	3	6	-11.71	6.052e+09
ENST00000485895	5	ENSMUST00000113804	11	1	33.33	2	66.67	0	0	3	6	-6.886	4.858e+07
ENST00000485895	5	ENSMUST00000054855	11	1	33.33	2	66.67	0	0	3	6	-6.886	4.858e+07
ENST00000411566	4	ENSMUST00000113804	11	0	0	2	100	0	0	2	7	-11.76	6.376e+09
ENST00000411566	4	ENSMUST00000054855	11	0	0	2	100	0	0	2	7	-11.76	6.376e+09
ENST00000451131	6	ENSMUST00000113804	11	0	0	1	25	3	75	4	5	-11.49	4.87e+09
ENST00000451131	6	ENSMUST00000054855	11	0	0	1	25	3	75	4	5	-11.49	4.87e+09
ENST00000415863	6	ENSMUST00000113804	11	0	0	2	50	2	50	4	5	-8.655	2.849e+08
ENST00000415863	6	ENSMUST00000054855	11	0	0	2	50	2	50	4	5	-8.655	2.849e+08
ENST00000434281	4	ENSMUST00000113804	11	0	0	2	100	0	0	2	7	-12.23	1.015e+10
ENST00000434281	4	ENSMUST00000054855	11	0	0	2	100	0	0	2	7	-12.23	1.015e+10
ENST00000542554	5	ENSMUST00000114025	5	2	66.67	0	0	1	33.33	3	0	5.943	130.4
ENST00000542554	5	ENSMUST00000114024	4	2	100	0	0	0	0	2	1	4.091	830.8
ENST00000542554	5	ENSMUST00000177904	4	2	100	0	0	0	0	2	1	4.091	830.8
ENST00000542554	5	ENSMUST00000134602	4	1	50	1	50	0	0	2	1	3.591	1369
ENST00000463135	4	ENSMUST00000114024	4	2	100	0	0	0	0	2	0	6.091	112.4
ENST00000463135	4	ENSMUST00000177904	4	2	100	0	0	0	0	2	0	6.091	112.4
ENST00000463135	4	ENSMUST00000114025	5	2	100	0	0	0	0	2	1	4.091	830.8
ENST00000463135	4	ENSMUST00000134602	4	1	100	0	0	0	0	1	2	0.7009	2.464e+04
ENST00000484460	5	ENSMUST00000114025	5	2	66.67	0	0	1	33.33	3	0	5.943	130.4
ENST00000484460	5	ENSMUST00000114024	4	2	100	0	0	0	0	2	1	4.091	830.8
ENST00000484460	5	ENSMUST00000177904	4	2	100	0	0	0	0	2	1	4.091	830.8
ENST00000484460	5	ENSMUST00000134602	4	1	50	1	50	0	0	2	1	3.591	1369
ENST00000466533	4	ENSMUST00000114024	4	2	100	0	0	0	0	2	0	6.091	112.4
ENST00000466533	4	ENSMUST00000177904	4	2	100	0	0	0	0	2	0	6.091	112.4
ENST00000466533	4	ENSMUST00000114025	5	2	100	0	0	0	0	2	1	4.091	830.8
ENST00000466533	4	ENSMUST00000134602	4	1	100	0	0	0	0	1	2	0.7009	2.464e+04
ENST00000449135	5	ENSMUST00000114025	5	2	66.67	0	0	1	33.33	3	0	5.943	130.4
ENST00000449135	5	ENSMUST00000114024	4	2	100	0	0	0	0	2	1	4.091	830.8
ENST00000449135	5	ENSMUST00000177904	4	2	100	0	0	0	0	2	1	4.091	830.8
ENST00000449135	5	ENSMUST00000134602	4	1	50	1	50	0	0	2	1	3.591	1369
ENST00000543642	4	ENSMUST00000114024	4	2	100	0	0	0	0	2	0	6.091	112.4
ENST00000543642	4	ENSMUST00000177904	4	2	100	0	0	0	0	2	0	6.091	112.4
ENST00000543642	4	ENSMUST00000114025	5	2	100	0	0	0	0	2	1	4.091	830.8
ENST00000543642	4	ENSMUST00000134602	4	1	100	0	0	0	0	1	2	0.7009	2.464e+04
ENST00000378628	4	ENSMUST00000114024	4	2	100	0	0	0	0	2	0	6.091	112.4
ENST00000378628	4	ENSMUST00000177904	4	2	100	0	0	0	0	2	0	6.091	112.4
ENST00000378628	4	ENSMUST00000114025	5	2	100	0	0	0	0	2	1	4.091	830.8
ENST00000378628	4	ENSMUST00000134602	4	1	100	0	0	0	0	1	2	0.7009	2.464e+04
ENST00000533786	7	ENSMUST00000111265	10	3	60	1	20	1	20	5	3	3.126	2180
ENST00000533786	7	ENSMUST00000028646	9	3	75	1	25	0	0	4	4	2.17	5668
ENST00000533202	5	ENSMUST00000028646	9	0	0	2	66.67	1	33.33	3	4	-6.078	2.166e+07
ENST00000533202	5	ENSMUST00000111265	10	1	33.33	1	33.33	1	33.33	3	5	-6.965	5.258e+07
ENST00000518429	7	ENSMUST00000028646	9	5	100	0	0	0	0	5	2	11.23	0.6613
ENST00000518429	7	ENSMUST00000111265	10	5	100	0	0	0	0	5	3	9.227	4.886
ENST00000340160	9	ENSMUST00000028646	9	6	85.71	0	0	1	14.29	7	0	17.37	0.001418
ENST00000340160	9	ENSMUST00000111265	10	6	85.71	0	0	1	14.29	7	1	15.37	0.01048
ENST00000520358	10	ENSMUST00000111265	10	6	75	1	12.5	1	12.5	8	0	18.26	0.0005821
ENST00000520358	10	ENSMUST00000028646	9	6	85.71	1	14.29	0	0	7	1	17.31	0.001513
ENST00000520999	8	ENSMUST00000111265	10	3	60	2	40	0	0	5	4	3.061	2327
ENST00000520999	8	ENSMUST00000028646	9	0	0	4	66.67	2	33.33	6	1	0.5508	2.863e+04
ENST00000533080	7	ENSMUST00000111265	10	3	60	1	20	1	20	5	3	3.126	2180
ENST00000533080	7	ENSMUST00000028646	9	3	75	1	25	0	0	4	4	2.17	5668
ENST00000520837	5	ENSMUST00000028646	9	0	0	2	66.67	1	33.33	3	4	-5.993	1.99e+07
ENST00000520837	5	ENSMUST00000111265	10	1	33.33	1	33.33	1	33.33	3	5	-6.831	4.6e+07
ENST00000369452	9	ENSMUST00000169861	9	6	85.71	1	14.29	0	0	7	0	31.64	8.998e-10
ENST00000369452	9	ENSMUST00000025932	9	6	85.71	1	14.29	0	0	7	0	31.64	8.998e-10
ENST00000265277	7	ENSMUST00000169861	9	5	100	0	0	0	0	5	2	11.23	0.6613
ENST00000265277	7	ENSMUST00000025932	9	5	100	0	0	0	0	5	2	11.23	0.6613
ENST00000451838	7	ENSMUST00000169861	9	5	100	0	0	0	0	5	2	11.23	0.6613
ENST00000451838	7	ENSMUST00000025932	9	5	100	0	0	0	0	5	2	11.23	0.6613
ENST00000355648	13	ENSMUST00000103065	13	11	100	0	0	0	0	11	0	53.66	2.471e-19
ENST00000355648	13	ENSMUST00000108916	13	11	100	0	0	0	0	11	0	35.15	2.684e-11
ENST00000355648	13	ENSMUST00000108915	13	11	100	0	0	0	0	11	0	35.15	2.684e-11
ENST00000355648	13	ENSMUST00000103066	13	11	100	0	0	0	0	11	0	35.15	2.684e-11
ENST00000355648	13	ENSMUST00000108917	13	10	90.91	1	9.091	0	0	11	0	33.52	1.373e-10
ENST00000361300	12	ENSMUST00000103065	13	10	100	0	0	0	0	10	1	33.78	1.06e-10
ENST00000361300	12	ENSMUST00000108916	13	10	100	0	0	0	0	10	1	30.11	4.168e-09
ENST00000361300	12	ENSMUST00000108915	13	10	100	0	0	0	0	10	1	30.11	4.168e-09
ENST00000361300	12	ENSMUST00000103066	13	10	100	0	0	0	0	10	1	30.11	4.168e-09
ENST00000361300	12	ENSMUST00000108917	13	9	90	1	10	0	0	10	1	28.48	2.132e-08
ENST00000371015	13	ENSMUST00000108916	13	11	100	0	0	0	0	11	0	54.02	1.722e-19
ENST00000371015	13	ENSMUST00000108915	13	11	100	0	0	0	0	11	0	54.02	1.722e-19
ENST00000371015	13	ENSMUST00000103066	13	11	100	0	0	0	0	11	0	54.02	1.722e-19
ENST00000371015	13	ENSMUST00000108917	13	10	90.91	1	9.091	0	0	11	0	52.39	8.809e-19
ENST00000371015	13	ENSMUST00000103065	13	11	100	0	0	0	0	11	0	35.15	2.684e-11
ENST00000434923	4	ENSMUST00000108916	13	0	0	1	50	1	50	2	9	-16.49	7.212e+11
ENST00000434923	4	ENSMUST00000108917	13	0	0	1	50	1	50	2	9	-16.49	7.212e+11
ENST00000434923	4	ENSMUST00000108915	13	0	0	1	50	1	50	2	9	-16.49	7.212e+11
ENST00000434923	4	ENSMUST00000103066	13	0	0	1	50	1	50	2	9	-16.49	7.212e+11
ENST00000434923	4	ENSMUST00000103065	13	0	0	0	0	2	100	2	9	-16.66	8.501e+11
ENST00000395636	13	ENSMUST00000103065	13	11	100	0	0	0	0	11	0	53.66	2.471e-19
ENST00000395636	13	ENSMUST00000108916	13	11	100	0	0	0	0	11	0	35.15	2.684e-11
ENST00000395636	13	ENSMUST00000108915	13	11	100	0	0	0	0	11	0	35.15	2.684e-11
ENST00000395636	13	ENSMUST00000103066	13	11	100	0	0	0	0	11	0	35.15	2.684e-11
ENST00000395636	13	ENSMUST00000108917	13	10	90.91	1	9.091	0	0	11	0	33.52	1.373e-10
ENST00000541461	13	ENSMUST00000103065	13	11	100	0	0	0	0	11	0	53.66	2.471e-19
ENST00000541461	13	ENSMUST00000108916	13	11	100	0	0	0	0	11	0	35.15	2.684e-11
ENST00000541461	13	ENSMUST00000108915	13	11	100	0	0	0	0	11	0	35.15	2.684e-11
ENST00000541461	13	ENSMUST00000103066	13	11	100	0	0	0	0	11	0	35.15	2.684e-11
ENST00000541461	13	ENSMUST00000108917	13	10	90.91	1	9.091	0	0	11	0	33.52	1.373e-10
ENST00000359926	13	ENSMUST00000108916	13	11	100	0	0	0	0	11	0	54.02	1.722e-19
ENST00000359926	13	ENSMUST00000108915	13	11	100	0	0	0	0	11	0	54.02	1.722e-19
ENST00000359926	13	ENSMUST00000103066	13	11	100	0	0	0	0	11	0	54.02	1.722e-19
ENST00000359926	13	ENSMUST00000108917	13	10	90.91	1	9.091	0	0	11	0	52.39	8.809e-19
ENST00000359926	13	ENSMUST00000103065	13	11	100	0	0	0	0	11	0	35.15	2.684e-11
ENST00000371021	1	ENSMUST00000094339	1	0	0	1	100	0	0	1	0	0.5701	2.808e+04
ENST00000508602	7	ENSMUST00000022508	12	3	60	1	20	1	20	5	5	5.981	125.5
ENST00000502254	6	ENSMUST00000022508	12	3	75	0	0	1	25	4	6	2.641	3541
ENST00000505814	9	ENSMUST00000022508	12	5	71.43	1	14.29	1	14.29	7	3	20.03	9.915e-05
ENST00000374339	10	ENSMUST00000022508	12	6	75	1	12.5	1	12.5	8	2	30.69	2.324e-09
ENST00000374346	9	ENSMUST00000022508	12	4	57.14	2	28.57	1	14.29	7	3	21.19	3.12e-05
ENST00000374342	4	ENSMUST00000022508	12	1	50	0	0	1	50	2	8	-11.29	3.959e+09
ENST00000502705	8	ENSMUST00000022508	12	3	50	2	33.33	1	16.67	6	4	14.2	0.03385
ENST00000509599	9	ENSMUST00000022508	12	4	57.14	2	28.57	1	14.29	7	3	21.19	3.12e-05
ENST00000503851	6	ENSMUST00000022508	12	3	75	0	0	1	25	4	6	2.641	3541
ENST00000513756	6	ENSMUST00000022508	12	2	50	0	0	2	50	4	6	-4.629	5.085e+06
ENST00000506881	4	ENSMUST00000022508	12	1	50	1	50	0	0	2	8	-8.753	3.144e+08
ENST00000374218	10	ENSMUST00000022508	12	6	75	1	12.5	1	12.5	8	2	25.08	6.385e-07
ENST00000417004	6	ENSMUST00000022508	12	2	50	1	25	1	25	4	6	-1.008	1.361e+05
ENST00000511769	10	ENSMUST00000022508	12	6	75	1	12.5	1	12.5	8	2	30.69	2.324e-09
ENST00000509900	7	ENSMUST00000022508	12	3	60	1	20	1	20	5	5	5.981	125.5
ENST00000508715	6	ENSMUST00000022508	12	2	50	0	0	2	50	4	6	-4.629	5.085e+06
ENST00000513266	7	ENSMUST00000022508	12	3	60	1	20	1	20	5	5	2.093	6122
ENST00000506080	10	ENSMUST00000022508	12	5	62.5	2	25	1	12.5	8	2	22.92	5.509e-06
ENST00000513156	8	ENSMUST00000022508	12	4	66.67	1	16.67	1	16.67	6	4	12.75	0.1435
ENST00000513159	5	ENSMUST00000022508	12	2	66.67	0	0	1	33.33	3	7	-6.789	4.408e+07
ENST00000395725	7	ENSMUST00000022508	12	3	60	1	20	1	20	5	5	5.981	125.5
ENST00000395727	5	ENSMUST00000022508	12	3	100	0	0	0	0	3	7	-4.864	6.434e+06
ENST00000395721	9	ENSMUST00000022508	12	5	71.43	1	14.29	1	14.29	7	3	20.03	9.915e-05
ENST00000395722	5	ENSMUST00000022508	12	2	66.67	0	0	1	33.33	3	7	-6.789	4.408e+07
ENST00000509774	8	ENSMUST00000022508	12	4	66.67	1	16.67	1	16.67	6	4	16.64	0.002941
ENST00000497571	4	ENSMUST00000000080	4	1	50	1	50	0	0	2	0	4.458	575.2
ENST00000469435	2	ENSMUST00000000080	4	0	0	0	0	2	100	2	2	-6.452	3.15e+07
ENST00000542957	3	ENSMUST00000000080	4	0	0	1	100	0	0	1	1	-0.587	8.933e+04
ENST00000374314	1	ENSMUST00000096019	2	0	0	0	0	1	100	1	1	-3.387	1.469e+06
ENST00000374317	3	ENSMUST00000096019	2	0	0	0	0	2	100	2	1	-4.367	3.912e+06
ENST00000550977	8	ENSMUST00000164979	8	0	0	0	0	6	100	6	0	4.535	532.8
ENST00000550977	8	ENSMUST00000168617	12	0	0	3	50	3	50	6	4	-1.231	1.7e+05
ENST00000550977	8	ENSMUST00000020200	18	0	0	3	50	3	50	6	10	-16.4	6.553e+11
ENST00000550977	8	ENSMUST00000168110 64(141)+65(89)	66	4	66.67	2	33.33	0	0	6	58	-99.98	inf
ENST00000524981	68	ENSMUST00000168110	67	48	73.85	15	23.08	2	3.077	65	1	159.4	0
ENST00000524981	68	ENSMUST00000168617	12	9	90	1	10	0	0	10	56	-79.96	inf
ENST00000524981	68	ENSMUST00000164979	8	6	100	0	0	0	0	6	60	-90.78	inf
ENST00000524981	68	ENSMUST00000020200	18	15	93.75	1	6.25	0	0	16	50	-102.9	inf
ENST00000541864	24	ENSMUST00000034370	24	22	100	0	0	0	0	22	0	67	3.977e-25
ENST00000541864	24	ENSMUST00000116429	24	22	100	0	0	0	0	22	0	67	3.977e-25
ENST00000541864	24	ENSMUST00000132231	6	4	100	0	0	0	0	4	18	-23.82	1.097e+15
ENST00000576616	23	ENSMUST00000034370	24	21	100	0	0	0	0	21	1	60.95	1.679e-22
ENST00000576616	23	ENSMUST00000116429	24	21	100	0	0	0	0	21	1	60.95	1.679e-22
ENST00000576616	23	ENSMUST00000132231	6	4	100	0	0	0	0	4	17	-21.82	1.485e+14
ENST00000572037	23	ENSMUST00000034370	24	21	100	0	0	0	0	21	1	60.95	1.679e-22
ENST00000572037	23	ENSMUST00000116429	24	21	100	0	0	0	0	21	1	60.95	1.679e-22
ENST00000572037	23	ENSMUST00000132231	6	3	100	0	0	0	0	3	19	-28.86	1.704e+17
ENST00000316341	24	ENSMUST00000034370	24	22	100	0	0	0	0	22	0	67	3.977e-25
ENST00000316341	24	ENSMUST00000116429	24	22	100	0	0	0	0	22	0	67	3.977e-25
ENST00000316341	24	ENSMUST00000132231	6	4	100	0	0	0	0	4	18	-23.82	1.097e+15
ENST00000422611	23	ENSMUST00000034370	24	21	100	0	0	0	0	21	1	60.95	1.679e-22
ENST00000422611	23	ENSMUST00000116429	24	21	100	0	0	0	0	21	1	60.95	1.679e-22
ENST00000422611	23	ENSMUST00000132231	6	3	100	0	0	0	0	3	19	-28.86	1.704e+17
