Query = geneByGene/org2/ENSMUSG00000027519.rf
Exons file = geneByGene/org1/ENSG00000124209.rf
Frequency file = geneByGene/org2/ENSMUSG00000027519.rf.freq
-mc = 3	local = false
-ss = 1	-es = 1
-B = 5	 -b = 5Opening gap = -2	Continuing gap = -1
Similarity = 12

QID	QEXN	GID	GEXN	EX_M	EX_M%	QEX_M	QEX_M%	O_M	O_M%	TOT_M	GAP	SCORE	EVALUE
ENSMUST00000075448	11	ENST00000407417	11	9	100	0	0	0	0	9	0	44.18	5.165e-15
ENSMUST00000075448	11	ENST00000371191	11	9	100	0	0	0	0	9	0	44.18	5.165e-15
ENSMUST00000075448	11	ENST00000403491	11	9	100	0	0	0	0	9	0	44.18	5.165e-15
ENSMUST00000075448	11	ENST00000371187	10	8	100	0	0	0	0	8	1	37.19	5.603e-12
ENSMUST00000075448	11	ENST00000485903	10	8	100	0	0	0	0	8	1	31.65	1.432e-09
ENSMUST00000107062	10	ENST00000371187	10	8	100	0	0	0	0	8	0	39.19	7.583e-13
ENSMUST00000107062	10	ENST00000407417	11	8	100	0	0	0	0	8	1	37.19	5.603e-12
ENSMUST00000107062	10	ENST00000371191	11	8	100	0	0	0	0	8	1	37.19	5.603e-12
ENSMUST00000107062	10	ENST00000403491	11	8	100	0	0	0	0	8	1	37.19	5.603e-12
ENSMUST00000107062	10	ENST00000485903	10	7	100	0	0	0	0	7	2	26.61	2.223e-07
ENSMUST00000052018	10	ENST00000371185	10	8	100	0	0	0	0	8	0	40.28	2.568e-13
ENSMUST00000052018	10	ENST00000485903	10	4	50	3	37.5	1	12.5	8	0	26.66	2.109e-07
ENSMUST00000052018	10	ENST00000407417	11	8	100	0	0	0	0	8	1	24.38	2.06e-06
ENSMUST00000052018	10	ENST00000371191	11	8	100	0	0	0	0	8	1	24.38	2.06e-06
ENSMUST00000052018	10	ENST00000403491	11	8	100	0	0	0	0	8	1	24.38	2.06e-06
ENSMUST00000152023	4	ENST00000476646	4	3	75	0	0	1	25	4	0	7.882	30.09
ENSMUST00000152023	4	ENST00000357977	4	0	0	0	0	4	100	4	0	2.497	6563
ENSMUST00000152023	4	ENST00000371184	7	1	25	0	0	3	75	4	3	1.605	1.601e+04
ENSMUST00000152023	4	ENST00000493627	3	0	0	2	100	0	0	2	3	-0.7823	1.743e+05
ENSMUST00000152023	4	ENST00000496712	2	0	0	0	0	2	100	2	2	-2.773	1.275e+06
ENSMUST00000148930	8	ENST00000371187	10	6	75	0	0	2	25	8	2	26.58	2.27e-07
ENSMUST00000148930	8	ENST00000371191	11	6	75	0	0	2	25	8	3	25.77	5.126e-07
ENSMUST00000148930	8	ENST00000407417	11	6	75	0	0	2	25	8	3	25.71	5.467e-07
ENSMUST00000148930	8	ENST00000403491	11	6	75	0	0	2	25	8	3	25.69	5.563e-07
ENSMUST00000148930	8	ENST00000485903	10	4	50	0	0	4	50	8	2	18.2	0.0009953
ENSMUST00000092532	10	ENST00000485903	10	8	80	0	0	2	20	10	0	40.4	2.259e-13
ENSMUST00000092532	10	ENST00000407417	11	8	80	0	0	2	20	10	1	32.37	6.985e-10
ENSMUST00000092532	10	ENST00000403491	11	8	80	0	0	2	20	10	1	30.97	2.84e-09
ENSMUST00000092532	10	ENST00000371191	11	8	80	0	0	2	20	10	1	30.83	3.263e-09
ENSMUST00000092532	10	ENST00000371185	10	4	40	3	30	3	30	10	0	27.43	9.74e-08
ENSMUST00000107057	7	ENST00000371184	7	5	71.43	0	0	2	28.57	7	0	26.23	3.238e-07
ENSMUST00000107057	7	ENST00000371185	10	5	71.43	0	0	2	28.57	7	3	20.26	0.0001267
ENSMUST00000107057	7	ENST00000485903	10	4	57.14	1	14.29	2	28.57	7	3	17.51	0.001974
ENSMUST00000107057	7	ENST00000371191	11	5	71.43	0	0	2	28.57	7	4	9.012	9.721
ENSMUST00000107057	7	ENST00000403491	11	5	71.43	0	0	2	28.57	7	4	8.469	16.73
ENSMUST00000026142	13	ENST00000375722	13	9	81.82	1	9.091	1	9.091	11	0	28.46	3.487e-08
ENSMUST00000026142	13	ENST00000326587	13	8	72.73	2	18.18	1	9.091	11	0	26.18	3.391e-07
ENSMUST00000026142	13	ENST00000375772	13	8	72.73	2	18.18	1	9.091	11	0	26.18	3.391e-07
ENSMUST00000026142	13	ENST00000375695	14	8	72.73	2	18.18	1	9.091	11	1	24.18	2.506e-06
ENSMUST00000137506	3	ENST00000508221	10	1	100	0	0	0	0	1	7	-10.95	4.561e+09
ENSMUST00000137506	3	ENST00000514800	11	1	100	0	0	0	0	1	8	-12.95	3.37e+10
ENSMUST00000137506	3	ENST00000507555	12	1	100	0	0	0	0	1	9	-14.95	2.49e+11
ENSMUST00000137506	3	ENST00000329687	12	1	100	0	0	0	0	1	9	-14.95	2.49e+11
ENSMUST00000137506	3	ENST00000355443	13	1	100	0	0	0	0	1	10	-16.95	1.84e+12
ENSMUST00000202065	3	ENST00000508221	10	0	0	0	0	1	100	1	7	-14.7	1.933e+11
ENSMUST00000202065	3	ENST00000514800	11	0	0	1	100	0	0	1	8	-14.8	2.128e+11
ENSMUST00000202065	3	ENST00000507555	12	0	0	1	100	0	0	1	9	-16.8	1.572e+12
ENSMUST00000202065	3	ENST00000329687	12	0	0	1	100	0	0	1	9	-16.8	1.572e+12
ENSMUST00000202065	3	ENST00000355443	13	0	0	1	100	0	0	1	10	-18.8	1.162e+13
ENSMUST00000001109	13	ENST00000355443	13	10	90.91	1	9.091	0	0	11	0	32.16	8.624e-10
ENSMUST00000001109	13	ENST00000329687	12	10	100	0	0	0	0	10	1	28.45	3.503e-08
ENSMUST00000001109	13	ENST00000507555	12	9	90	1	10	0	0	10	1	27.11	1.339e-07
ENSMUST00000001109	13	ENST00000514800	11	9	100	0	0	0	0	9	2	23.41	5.44e-06
ENSMUST00000001109	13	ENST00000508221	10	7	87.5	1	12.5	0	0	8	3	17.02	0.00323
ENSMUST00000149657	6	ENST00000508221	10	4	100	0	0	0	0	4	4	4.181	1218
ENSMUST00000149657	6	ENST00000514800	11	4	100	0	0	0	0	4	5	2.181	9000
ENSMUST00000149657	6	ENST00000507555	12	4	100	0	0	0	0	4	6	0.1813	6.65e+04
ENSMUST00000149657	6	ENST00000329687	12	4	100	0	0	0	0	4	6	0.1813	6.65e+04
ENSMUST00000149657	6	ENST00000355443	13	4	100	0	0	0	0	4	7	-1.819	4.914e+05
ENSMUST00000201147	4	ENST00000508221	10	1	50	0	0	1	50	2	6	-9.984	1.728e+09
ENSMUST00000201147	4	ENST00000514800	11	1	50	0	0	1	50	2	7	-11.98	1.277e+10
ENSMUST00000201147	4	ENST00000507555	12	1	50	0	0	1	50	2	8	-13.98	9.435e+10
ENSMUST00000201147	4	ENST00000329687	12	1	50	0	0	1	50	2	8	-13.98	9.435e+10
ENSMUST00000201147	4	ENST00000355443	13	1	50	0	0	1	50	2	9	-15.98	6.972e+11
ENSMUST00000124668	2	ENST00000508221	10	0	0	0	0	2	100	2	8	-17.14	2.226e+12
ENSMUST00000124668	2	ENST00000514800	11	0	0	0	0	2	100	2	9	-19.03	1.462e+13
ENSMUST00000124668	2	ENST00000507555	12	0	0	0	0	2	100	2	10	-21.14	1.215e+14
ENSMUST00000124668	2	ENST00000329687	12	0	0	0	0	2	100	2	10	-21.84	2.433e+14
ENSMUST00000124668	2	ENST00000355443	13	0	0	0	0	2	100	2	11	-23.14	8.979e+14
ENSMUST00000114329	13	ENST00000355443	13	10	90.91	1	9.091	0	0	11	0	32.59	5.613e-10
ENSMUST00000114329	13	ENST00000329687	12	10	100	0	0	0	0	10	1	28.45	3.503e-08
ENSMUST00000114329	13	ENST00000507555	12	9	90	1	10	0	0	10	1	27.54	8.717e-08
ENSMUST00000114329	13	ENST00000514800	11	9	100	0	0	0	0	9	2	23.41	5.44e-06
ENSMUST00000114329	13	ENST00000508221	10	7	87.5	1	12.5	0	0	8	3	17.45	0.002102
ENSMUST00000114331	13	ENST00000355443	13	10	90.91	1	9.091	0	0	11	0	32.16	8.624e-10
ENSMUST00000114331	13	ENST00000329687	12	10	100	0	0	0	0	10	1	28.45	3.503e-08
ENSMUST00000114331	13	ENST00000507555	12	9	90	1	10	0	0	10	1	27.11	1.339e-07
ENSMUST00000114331	13	ENST00000514800	11	9	100	0	0	0	0	9	2	23.41	5.44e-06
ENSMUST00000114331	13	ENST00000508221	10	7	87.5	1	12.5	0	0	8	3	17.02	0.00323
ENSMUST00000155577	8	ENST00000508221	10	5	83.33	1	16.67	0	0	6	2	13.36	0.1257
ENSMUST00000155577	8	ENST00000507555	12	5	83.33	1	16.67	0	0	6	4	9.36	6.861
ENSMUST00000155577	8	ENST00000355443	13	5	83.33	1	16.67	0	0	6	5	7.36	50.7
ENSMUST00000155577	8	ENST00000514800	11	5	100	0	0	0	0	5	5	5.227	428.2
ENSMUST00000155577	8	ENST00000329687	12	5	100	0	0	0	0	5	6	3.227	3164
ENSMUST00000135298	43	ENST00000564571	42	35	87.5	2	5	3	7.5	40	1	105.1	1.816e-41
ENSMUST00000135298	43	ENST00000356056	42	35	87.5	2	5	3	7.5	40	1	105.1	1.816e-41
ENSMUST00000135298	43	ENST00000444904	42	34	85	3	7.5	3	7.5	40	1	103.5	9.288e-41
ENSMUST00000135298	43	ENST00000566885	23	19	90.48	1	4.762	1	4.762	21	20	-1.763	4.648e+05
ENSMUST00000135298	43	ENST00000561618	19	15	88.24	1	5.882	1	5.882	17	24	-25.02	5.847e+15
ENSMUST00000136740	44	ENST00000564571	42	35	87.5	2	5	3	7.5	40	2	101.1	9.912e-40
ENSMUST00000136740	44	ENST00000356056	42	35	87.5	2	5	3	7.5	40	2	101.1	9.912e-40
ENSMUST00000136740	44	ENST00000444904	42	34	85	3	7.5	3	7.5	40	2	99.46	5.071e-39
ENSMUST00000136740	44	ENST00000566885	23	19	90.48	1	4.762	1	4.762	21	21	-4.763	9.336e+06
ENSMUST00000136740	44	ENST00000561618	19	15	88.24	1	5.882	1	5.882	17	25	-28.02	1.174e+17
ENSMUST00000128341	42	ENST00000564571	42	35	87.5	2	5	3	7.5	40	0	109.1	3.321e-43
ENSMUST00000128341	42	ENST00000356056	42	35	87.5	2	5	3	7.5	40	0	109.1	3.321e-43
ENSMUST00000128341	42	ENST00000444904	42	34	85	3	7.5	3	7.5	40	0	107.5	1.701e-42
ENSMUST00000128341	42	ENST00000561618	19	14	82.35	1	5.882	2	11.76	17	23	5.165	455.2
ENSMUST00000128341	42	ENST00000566885	23	19	90.48	1	4.762	1	4.762	21	19	1.237	2.314e+04
ENSMUST00000072784	1	ENST00000307552	1	0	0	1	100	0	0	1	0	0.4867	4.9e+04
ENSMUST00000031879	8	ENST00000441159	8	5	83.33	1	16.67	0	0	6	0	16.64	0.004732
ENSMUST00000031879	8	ENST00000357344	7	4	80	1	20	0	0	5	1	11.59	0.7349
ENSMUST00000031879	8	ENST00000444908	7	4	80	1	20	0	0	5	1	11.59	0.7349
ENSMUST00000031879	8	ENST00000411935	9	4	66.67	1	16.67	1	16.67	6	1	10.19	2.991
ENSMUST00000031879	8	ENST00000425618	8	4	80	1	20	0	0	5	2	9.594	5.43
ENSMUST00000092678	12	ENST00000353331	12	9	90	1	10	0	0	10	0	28.82	2.426e-08
ENSMUST00000092678	12	ENST00000527759	13	9	90	1	10	0	0	10	1	26.82	1.792e-07
ENSMUST00000092678	12	ENST00000527536	12	8	80	2	20	0	0	10	0	26.67	2.093e-07
ENSMUST00000092678	12	ENST00000531224	13	8	80	2	20	0	0	10	1	24.67	1.547e-06
ENSMUST00000092678	12	ENST00000529826	9	5	71.43	2	28.57	0	0	7	3	22.47	1.385e-05
ENSMUST00000185800	13	ENST00000527759	13	9	81.82	2	18.18	0	0	11	0	29.71	9.959e-09
ENSMUST00000185800	13	ENST00000531224	13	9	81.82	2	18.18	0	0	11	0	29.16	1.727e-08
ENSMUST00000185800	13	ENST00000530767	13	8	72.73	2	18.18	1	9.091	11	0	24.71	1.482e-06
ENSMUST00000185800	13	ENST00000353331	12	8	80	2	20	0	0	10	1	24.67	1.547e-06
ENSMUST00000185800	13	ENST00000527536	12	8	80	2	20	0	0	10	1	24.12	2.682e-06
ENSMUST00000043881	13	ENST00000527759	13	10	90.91	1	9.091	0	0	11	0	31.87	1.154e-09
ENSMUST00000043881	13	ENST00000531224	13	9	81.82	2	18.18	0	0	11	0	29.71	9.959e-09
ENSMUST00000043881	13	ENST00000353331	12	9	90	1	10	0	0	10	1	26.82	1.792e-07
ENSMUST00000043881	13	ENST00000530767	13	8	72.73	2	18.18	1	9.091	11	0	25.26	8.543e-07
ENSMUST00000043881	13	ENST00000527536	12	8	80	2	20	0	0	10	1	24.67	1.547e-06
ENSMUST00000120194	3	ENST00000403627	3	1	100	0	0	0	0	1	0	3.045	3793
ENSMUST00000120194	3	ENST00000580032	4	1	100	0	0	0	0	1	1	1.045	2.803e+04
ENSMUST00000120194	3	ENST00000579872	4	1	100	0	0	0	0	1	1	1.045	2.803e+04
ENSMUST00000120194	3	ENST00000405159	4	1	100	0	0	0	0	1	1	1.045	2.803e+04
ENSMUST00000120194	3	ENST00000583024	3	0	0	0	0	1	100	1	0	-1.086	2.362e+05
ENSMUST00000118364	11	ENST00000347310	11	6	66.67	2	22.22	1	11.11	9	0	19.99	0.0001664
ENSMUST00000118364	11	ENST00000425614	6	2	50	2	50	0	0	4	5	-1.294	2.907e+05
ENSMUST00000118364	11	ENST00000395227	3	1	100	0	0	0	0	1	8	-12.95	3.37e+10
ENSMUST00000032955	6	ENST00000391807	6	2	50	1	25	1	25	4	0	6.7	98.12
ENSMUST00000032955	6	ENST00000595820	6	2	50	1	25	1	25	4	0	6.7	98.12
ENSMUST00000032955	6	ENST00000597707	5	2	66.67	1	33.33	0	0	3	1	4.981	547.5
ENSMUST00000032955	6	ENST00000593904	4	0	0	2	100	0	0	2	2	-3.178	1.913e+06
ENSMUST00000059983	3	ENST00000263864	3	1	100	0	0	0	0	1	0	3.045	3793
ENSMUST00000059983	3	ENST00000432071	3	1	100	0	0	0	0	1	0	3.045	3793
ENSMUST00000059983	3	ENST00000409760	4	1	100	0	0	0	0	1	1	1.045	2.803e+04
ENSMUST00000073705	3	ENST00000577513	3	1	100	0	0	0	0	1	0	4.701	724.4
ENSMUST00000073705	3	ENST00000582266	3	1	100	0	0	0	0	1	0	3.045	3793
ENSMUST00000073705	3	ENST00000582059	3	1	100	0	0	0	0	1	0	3.045	3793
ENSMUST00000073705	3	ENST00000341217	3	1	100	0	0	0	0	1	0	3.045	3793
ENSMUST00000073705	3	ENST00000452648	3	1	100	0	0	0	0	1	0	3.045	3793
ENSMUST00000100782	3	ENST00000577513	3	1	100	0	0	0	0	1	0	3.045	3793
ENSMUST00000100782	3	ENST00000582266	3	1	100	0	0	0	0	1	0	3.045	3793
ENSMUST00000100782	3	ENST00000582059	3	1	100	0	0	0	0	1	0	3.045	3793
ENSMUST00000100782	3	ENST00000341217	3	1	100	0	0	0	0	1	0	3.045	3793
ENSMUST00000100782	3	ENST00000452648	3	1	100	0	0	0	0	1	0	3.045	3793
ENSMUST00000155571	3	ENST00000577513	3	1	100	0	0	0	0	1	0	4.701	724.4
ENSMUST00000155571	3	ENST00000582266	3	1	100	0	0	0	0	1	0	3.045	3793
ENSMUST00000155571	3	ENST00000582059	3	1	100	0	0	0	0	1	0	3.045	3793
ENSMUST00000155571	3	ENST00000341217	3	1	100	0	0	0	0	1	0	3.045	3793
ENSMUST00000155571	3	ENST00000452648	3	1	100	0	0	0	0	1	0	3.045	3793
ENSMUST00000166682	22	ENST00000336783	22	17	85	2	10	1	5	20	0	56.7	1.893e-20
ENSMUST00000166682	22	ENST00000564304	23	17	85	3	15	0	0	20	1	54.95	1.086e-19
ENSMUST00000166682	22	ENST00000382686	23	17	85	1	5	2	10	20	1	53.76	3.582e-19
ENSMUST00000166682	22	ENST00000340394	23	17	85	1	5	2	10	20	1	53.76	3.582e-19
ENSMUST00000166682	22	ENST00000325215	23	17	85	2	10	1	5	20	1	53.7	3.802e-19
ENSMUST00000040202	23	ENST00000382686	23	18	85.71	2	9.524	1	4.762	21	0	57.8	6.291e-21
ENSMUST00000040202	23	ENST00000340394	23	18	85.71	2	9.524	1	4.762	21	0	57.8	6.291e-21
ENSMUST00000040202	23	ENST00000564304	23	17	80.95	3	14.29	1	4.762	21	0	55.18	8.657e-20
ENSMUST00000040202	23	ENST00000325215	23	17	80.95	2	9.524	2	9.524	21	0	53.93	3.031e-19
ENSMUST00000040202	23	ENST00000570200	23	17	80.95	2	9.524	2	9.524	21	0	53.93	3.031e-19
ENSMUST00000167759	22	ENST00000336783	22	17	85	2	10	1	5	20	0	54.76	1.322e-19
ENSMUST00000167759	22	ENST00000564304	23	17	85	3	15	0	0	20	1	53.01	7.584e-19
ENSMUST00000167759	22	ENST00000382686	23	17	85	2	10	1	5	20	1	51.76	2.655e-18
ENSMUST00000167759	22	ENST00000340394	23	17	85	2	10	1	5	20	1	51.76	2.655e-18
ENSMUST00000167759	22	ENST00000325215	23	17	85	2	10	1	5	20	1	51.76	2.655e-18
ENSMUST00000179818	7	ENST00000568266	9	5	100	0	0	0	0	5	2	20.8	7.361e-05
ENSMUST00000179818	7	ENST00000564656	6	4	100	0	0	0	0	4	1	12.13	0.4322
ENSMUST00000179818	7	ENST00000566946	7	0	0	0	0	5	100	5	0	-2.525	9.954e+05
ENSMUST00000179818	7	ENST00000566007	4	0	0	0	0	2	100	2	3	-3.499	2.637e+06
ENSMUST00000179818	7	ENST00000569318	4	0	0	0	0	2	100	2	3	-3.808	3.591e+06
ENSMUST00000142194	8	ENST00000394357	9	5	83.33	1	16.67	0	0	6	1	25.66	5.744e-07
ENSMUST00000142194	8	ENST00000456234	9	4	66.67	2	33.33	0	0	6	1	23.65	4.291e-06
ENSMUST00000142194	8	ENST00000266987	9	5	83.33	1	16.67	0	0	6	1	14.64	0.03497
ENSMUST00000142194	8	ENST00000552817	7	4	80	1	20	0	0	5	1	11.59	0.7349
ENSMUST00000142194	8	ENST00000547064	7	4	80	1	20	0	0	5	1	11.59	0.7349
ENSMUST00000150393	4	ENST00000552817	7	1	50	1	50	0	0	2	3	2.419	7098
ENSMUST00000150393	4	ENST00000547064	7	1	50	1	50	0	0	2	3	2.419	7098
ENSMUST00000150393	4	ENST00000550407	7	1	50	1	50	0	0	2	3	0.4021	5.333e+04
ENSMUST00000150393	4	ENST00000266987	9	1	50	0	0	1	50	2	5	-3.065	1.71e+06
ENSMUST00000150393	4	ENST00000552857	6	0	0	1	50	1	50	2	2	-3.301	2.163e+06
ENSMUST00000146756	6	ENST00000456234	9	3	75	1	25	0	0	4	3	11.89	0.5449
ENSMUST00000146756	6	ENST00000394357	9	3	75	1	25	0	0	4	3	11.89	0.5449
ENSMUST00000146756	6	ENST00000552817	7	3	75	1	25	0	0	4	1	8.549	15.45
ENSMUST00000146756	6	ENST00000550407	7	3	75	1	25	0	0	4	1	8.549	15.45
ENSMUST00000146756	6	ENST00000547064	7	3	75	1	25	0	0	4	1	8.549	15.45
ENSMUST00000142114	3	ENST00000552857	6	0	0	0	0	1	100	1	3	-4.832	1.001e+07
ENSMUST00000142114	3	ENST00000552817	7	0	0	0	0	1	100	1	4	-6.832	7.393e+07
ENSMUST00000142114	3	ENST00000550407	7	0	0	0	0	1	100	1	4	-6.832	7.393e+07
ENSMUST00000142114	3	ENST00000547064	7	0	0	0	0	1	100	1	4	-6.832	7.393e+07
ENSMUST00000142114	3	ENST00000266987	9	0	0	0	0	1	100	1	6	-10.37	2.536e+09
ENSMUST00000023813	9	ENST00000266987	9	6	85.71	1	14.29	0	0	7	0	33.51	2.231e-10
ENSMUST00000023813	9	ENST00000394357	9	6	85.71	1	14.29	0	0	7	0	19.68	0.0002252
ENSMUST00000023813	9	ENST00000456234	9	5	71.43	2	28.57	0	0	7	0	17.67	0.001682
ENSMUST00000023813	9	ENST00000552817	7	4	80	1	20	0	0	5	2	11.61	0.7228
ENSMUST00000023813	9	ENST00000547064	7	4	80	1	20	0	0	5	2	11.61	0.7228
ENSMUST00000100168	7	ENST00000552857	6	3	75	1	25	0	0	4	1	13.8	0.08064
ENSMUST00000100168	7	ENST00000552817	7	3	75	1	25	0	0	4	2	13.46	0.1138
ENSMUST00000100168	7	ENST00000547064	7	3	75	1	25	0	0	4	2	13.46	0.1138
ENSMUST00000100168	7	ENST00000550407	7	3	75	1	25	0	0	4	2	11.8	0.5959
ENSMUST00000100168	7	ENST00000266987	9	4	80	1	20	0	0	5	2	9.594	5.43
ENSMUST00000112618	18	ENST00000409674	17	15	100	0	0	0	0	15	1	66.08	1.596e-24
ENSMUST00000112618	18	ENST00000438166	17	15	100	0	0	0	0	15	1	66.08	1.596e-24
ENSMUST00000112618	18	ENST00000310454	17	15	100	0	0	0	0	15	1	66.08	1.596e-24
ENSMUST00000112618	18	ENST00000409125	18	14	93.33	1	6.667	0	0	15	2	44.1	5.635e-15
ENSMUST00000112618	18	ENST00000540309	12	9	90	1	10	0	0	10	6	32.09	9.217e-10
ENSMUST00000169687	17	ENST00000409674	17	15	100	0	0	0	0	15	0	74.62	3.109e-28
ENSMUST00000169687	17	ENST00000438166	17	15	100	0	0	0	0	15	0	74.62	3.109e-28
ENSMUST00000169687	17	ENST00000310454	17	15	100	0	0	0	0	15	0	74.62	3.109e-28
ENSMUST00000169687	17	ENST00000409125	18	14	93.33	1	6.667	0	0	15	1	41.77	5.779e-14
ENSMUST00000169687	17	ENST00000540309	12	9	90	1	10	0	0	10	5	36.03	1.786e-11
ENSMUST00000028167	17	ENST00000409674	17	15	100	0	0	0	0	15	0	74.62	3.109e-28
ENSMUST00000028167	17	ENST00000438166	17	15	100	0	0	0	0	15	0	74.62	3.109e-28
ENSMUST00000028167	17	ENST00000310454	17	15	100	0	0	0	0	15	0	74.62	3.109e-28
ENSMUST00000028167	17	ENST00000409125	18	14	93.33	1	6.667	0	0	15	1	41.77	5.779e-14
ENSMUST00000028167	17	ENST00000540309	12	9	90	1	10	0	0	10	5	36.03	1.786e-11
ENSMUST00000052839	5	ENST00000204961	5	2	66.67	1	33.33	0	0	3	0	13.41	0.1199
ENSMUST00000159448	6	ENST00000289228	11	4	100	0	0	0	0	4	5	2.181	9000
ENSMUST00000043951	11	ENST00000289228	11	9	100	0	0	0	0	9	0	27.41	9.964e-08
ENSMUST00000160084	6	ENST00000289228	11	3	75	1	25	0	0	4	5	-0.294	1.07e+05
ENSMUST00000022967	3	ENST00000297404	3	1	100	0	0	0	0	1	0	3.045	3793
ENSMUST00000022967	3	ENST00000524391	4	1	100	0	0	0	0	1	1	1.045	2.803e+04
ENSMUST00000113457	52	ENST00000396578	52	47	94	3	6	0	0	50	0	241.8	0
ENSMUST00000113457	52	ENST00000304990	5	3	100	0	0	0	0	3	47	-84.86	inf
ENSMUST00000152664	4	ENST00000304990	5	0	0	1	50	1	50	2	1	0.5281	4.701e+04
ENSMUST00000152664	4	ENST00000396578	52	2	100	0	0	0	0	2	48	-89.91	inf
ENSMUST00000184189	5	ENST00000417209	5	2	66.67	1	33.33	0	0	3	0	7.795	32.83
ENSMUST00000078357	5	ENST00000536829	5	1	33.33	0	0	2	66.67	3	0	2.955	4151
ENSMUST00000078357	5	ENST00000359543	5	1	33.33	0	0	2	66.67	3	0	2.955	4151
ENSMUST00000102758	9	ENST00000395044	9	7	100	0	0	0	0	7	0	21.32	4.401e-05
ENSMUST00000102758	9	ENST00000265333	9	6	85.71	1	14.29	0	0	7	0	19.68	0.0002252
ENSMUST00000102758	9	ENST00000395047	9	6	85.71	1	14.29	0	0	7	0	19.68	0.0002252
ENSMUST00000102758	9	ENST00000425992	6	4	100	0	0	0	0	4	3	13.09	0.1644
ENSMUST00000020673	8	ENST00000265333	9	6	100	0	0	0	0	6	1	16.27	0.006835
ENSMUST00000020673	8	ENST00000395044	9	6	100	0	0	0	0	6	1	16.27	0.006835
ENSMUST00000020673	8	ENST00000395047	9	6	100	0	0	0	0	6	1	16.27	0.006835
ENSMUST00000020673	8	ENST00000425992	6	3	100	0	0	0	0	3	4	6.391	133.7
ENSMUST00000020513	22	ENST00000238714	22	19	95	1	5	0	0	20	0	58.43	3.351e-21
ENSMUST00000020513	22	ENST00000412217	11	8	88.89	1	11.11	0	0	9	11	2.933	4245
ENSMUST00000102863	14	ENST00000238714	22	12	100	0	0	0	0	12	8	20.54	9.538e-05
ENSMUST00000102863	14	ENST00000412217	11	1	11.11	3	33.33	5	55.56	9	3	-2.329	8.183e+05
ENSMUST00000145013	6	ENST00000412217	11	2	50	2	50	0	0	4	5	4.502	883.5
ENSMUST00000145013	6	ENST00000238714	22	3	75	0	0	1	25	4	16	-22.09	3.115e+14
ENSMUST00000095580	20	ENST00000358913	20	14	77.78	4	22.22	0	0	18	0	47.76	1.439e-16
ENSMUST00000095580	20	ENST00000354393	20	14	77.78	3	16.67	1	5.556	18	0	45.46	1.44e-15
ENSMUST00000095580	20	ENST00000540630	21	14	77.78	4	22.22	0	0	18	1	44.76	2.891e-15
ENSMUST00000095580	20	ENST00000613327	24	14	77.78	4	22.22	0	0	18	4	35.76	2.342e-11
ENSMUST00000095580	20	ENST00000373675	8	4	66.67	2	33.33	0	0	6	12	-9.516	1.082e+09
ENSMUST00000024873	6	ENST00000238831	6	3	50	1	16.67	2	33.33	6	0	18.98	0.0004544
ENSMUST00000024873	6	ENST00000441084	2	0	0	0	0	2	100	2	4	-6.378	4.696e+07
ENSMUST00000120016	2	ENST00000395064	2	0	0	0	0	2	100	2	0	-0.09624	8.777e+04
ENSMUST00000120016	2	ENST00000612775	2	0	0	0	0	2	100	2	0	-0.7281	1.651e+05
ENSMUST00000120016	2	ENST00000621915	2	0	0	0	0	2	100	2	0	-2.326	8.164e+05
ENSMUST00000120016	2	ENST00000612407	2	0	0	0	0	2	100	2	0	-2.398	8.769e+05
ENSMUST00000050555	1	ENST00000333751	1	0	0	0	0	1	100	1	0	-1.393	3.209e+05
ENSMUST00000098574	15	ENST00000408927	15	13	100	0	0	0	0	13	0	39.59	5.107e-13
ENSMUST00000098574	15	ENST00000339360	15	12	92.31	1	7.692	0	0	13	0	37.96	2.613e-12
ENSMUST00000098574	15	ENST00000453712	15	11	84.62	2	15.38	0	0	13	0	36.32	1.337e-11
ENSMUST00000098574	15	ENST00000408900	14	12	100	0	0	0	0	12	1	34.54	7.931e-11
ENSMUST00000098574	15	ENST00000380158	14	11	91.67	1	8.333	0	0	12	1	32.91	4.058e-10
ENSMUST00000196280	15	ENST00000408927	15	12	92.31	1	7.692	0	0	13	0	37.96	2.613e-12
ENSMUST00000196280	15	ENST00000453712	15	12	92.31	1	7.692	0	0	13	0	37.96	2.613e-12
ENSMUST00000196280	15	ENST00000339360	15	11	84.62	2	15.38	0	0	13	0	36.32	1.337e-11
ENSMUST00000196280	15	ENST00000408900	14	11	91.67	1	8.333	0	0	12	1	32.91	4.058e-10
ENSMUST00000196280	15	ENST00000380158	14	10	83.33	2	16.67	0	0	12	1	31.28	2.076e-09
ENSMUST00000200396	13	ENST00000408900	14	11	100	0	0	0	0	11	1	31.5	1.667e-09
ENSMUST00000200396	13	ENST00000380158	14	10	90.91	1	9.091	0	0	11	1	29.87	8.528e-09
ENSMUST00000200396	13	ENST00000408927	15	11	100	0	0	0	0	11	2	29.5	1.232e-08
ENSMUST00000200396	13	ENST00000339360	15	10	90.91	1	9.091	0	0	11	2	27.87	6.301e-08
ENSMUST00000200396	13	ENST00000453712	15	9	81.82	2	18.18	0	0	11	2	26.23	3.224e-07
ENSMUST00000029796	14	ENST00000408900	14	12	100	0	0	0	0	12	0	36.54	1.073e-11
ENSMUST00000029796	14	ENST00000380158	14	11	91.67	1	8.333	0	0	12	0	34.91	5.491e-11
